,Year,County,State,Value
1220,2015,HALIFAX,VIRGINIA,30.2
1221,2015,LUNENBURG,VIRGINIA,28.8
1222,2015,NOTTOWAY,VIRGINIA,30.1
1223,2015,PITTSYLVANIA,VIRGINIA,30.1
1224,2015,BERKELEY,WEST VIRGINIA,42.7
1225,2015,JEFFERSON,WEST VIRGINIA,46.6
1226,2015,PRESTON,WEST VIRGINIA,36.6
1227,2015,ADAMS,WISCONSIN,47.1
1228,2015,GREEN LAKE,WISCONSIN,53.3
1229,2015,JUNEAU,WISCONSIN,46.7
1230,2015,WAUPACA,WISCONSIN,49.4
1231,2015,WAUSHARA,WISCONSIN,45.0
1232,2015,WOOD,WISCONSIN,47.5
1233,2015,BROWN,WISCONSIN,52.0
1234,2015,CALUMET,WISCONSIN,51.5
1235,2015,DOOR,WISCONSIN,40.5
1236,2015,FOND DU LAC,WISCONSIN,52.2
1237,2015,KEWAUNEE,WISCONSIN,47.9
1238,2015,MANITOWOC,WISCONSIN,47.2
1239,2015,OUTAGAMIE,WISCONSIN,47.0
1240,2015,SHEBOYGAN,WISCONSIN,49.5
1241,2015,WINNEBAGO,WISCONSIN,48.0
1242,2015,CLARK,WISCONSIN,49.1
1243,2015,MARATHON,WISCONSIN,44.9
1244,2015,PRICE,WISCONSIN,31.6
1245,2015,TAYLOR,WISCONSIN,45.8
1246,2015,MARINETTE,WISCONSIN,34.9
1247,2015,OCONTO,WISCONSIN,41.2
1248,2015,SHAWANO,WISCONSIN,45.8
1249,2015,BARRON,WISCONSIN,46.9
1250,2015,BURNETT,WISCONSIN,45.8
1251,2015,CHIPPEWA,WISCONSIN,44.9
1252,2015,POLK,WISCONSIN,48.2
1253,2015,RUSK,WISCONSIN,40.0
1254,2015,COLUMBIA,WISCONSIN,52.4
1255,2015,DANE,WISCONSIN,55.2
1256,2015,DODGE,WISCONSIN,54.7
1257,2015,GREEN,WISCONSIN,52.8
1258,2015,JEFFERSON,WISCONSIN,52.8
1259,2015,ROCK,WISCONSIN,53.4
1260,2015,KENOSHA,WISCONSIN,50.8
1261,2015,MILWAUKEE,WISCONSIN,36.5
1262,2015,OZAUKEE,WISCONSIN,50.6
1263,2015,RACINE,WISCONSIN,49.0
1264,2015,WALWORTH,WISCONSIN,54.8
1265,2015,WASHINGTON,WISCONSIN,52.1
1266,2015,WAUKESHA,WISCONSIN,47.5
1267,2015,CRAWFORD,WISCONSIN,40.7
1268,2015,GRANT,WISCONSIN,55.2
1269,2015,IOWA,WISCONSIN,53.5
1270,2015,LAFAYETTE,WISCONSIN,56.9
1271,2015,RICHLAND,WISCONSIN,41.4
1272,2015,SAUK,WISCONSIN,46.0
1273,2015,VERNON,WISCONSIN,42.5
1274,2015,BUFFALO,WISCONSIN,48.1
1275,2015,DUNN,WISCONSIN,48.1
1276,2015,EAU CLAIRE,WISCONSIN,46.0
1277,2015,JACKSON,WISCONSIN,44.8
1278,2015,LA CROSSE,WISCONSIN,50.2
1279,2015,MONROE,WISCONSIN,43.9
1280,2015,PIERCE,WISCONSIN,51.5
